id;creation_time;airline_code;flight_number;flight_suffix;flight_date;departure_airport;user_name;action_name;header_line;entry_details
19883559;2024-05-07 08:00:11.462;XY;999;;7;HAM;human;RampFinalAction;2024-05-07 08:00:11,462 INFO  [502a3f58ba9cf3bc] [XY0999 /07 HAM | human       | RampFinalAction                     | Reopen Ramp                    | default task-19]  Received:;"Caller user             : human
Close ramp              : false
Check discrepancy       : false
User name               : human
Confirmation message    : NULL"
19883560;2024-05-07 08:00:11.462;XY;999;;7;HAM;human;CalculateWeightAndTrimAction;2024-05-07 08:00:11,462 INFO  [502a3f58ba9cf3bc] [XY0999 /07 HAM | human       | CalculateWeightAndTrimAction        |                                | default task-19]  Received:;com.lhsystems.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 521041 ]
19883561;2024-05-07 08:00:11.462;XY;999;;7;HAM;human;CalculateWeightAndTrimAction;2024-05-07 08:00:11,462 INFO  [502a3f58ba9cf3bc] [XY0999 /07 HAM | human       | CalculateWeightAndTrimAction        |                                | default task-19]  Saved:;"START_WI weight               : 45102.00  KG               START_WI index                : 37.23                     
 DO_WI weight                  : 45516.00  KG               DO_WI index                   : 37.42                     
 PAX_WI weight                 : 7500.00   KG               PAX_WI index                  : 0.74                               
 TOTAL_DEADLOAD_WI weight      : 47216.00  KG               TOTAL_DEADLOAD_WI index       : 44.94                               
 TOTAL_LOAD_WI                 : 1700.00   KG               TOTAL_TRAFFIC_LOAD            : 9200.00   KG              
 FUEL_INDEX                    : 7.40                      
 AZFW                          : 54716.00  KG               ATOW                          : 63516.00  KG                         
 ALAW                          : 58016.00  KG               ATXW                          : 63716.00  KG                                  
 AFT_LIMIT_ZFW                 : 59.56                      FWD_LIMIT_ZFW     ..."
19883562;2024-05-07 08:00:11.462;XY;999;;7;HAM;human;RampFinalAction;2024-05-07 08:00:11,462 INFO  [502a3f58ba9cf3bc] [XY0999 /07 HAM | human       | RampFinalAction                     | Reopen Ramp                    | default task-19]  Saved:;STATUS LOADSHEET 1 LOADING_INSTRUCTION 1 FUEL 1 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_FINAL 1 CARGO_TRANSFER 1 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 DGR_ITEMS 0
19883563;2024-05-07 08:00:11.463;XY;999;;7;HAM;human;UpdateLoadTableAction;2024-05-07 08:00:11,463 INFO  [502a3f58ba9cf3bc] [XY0999 /07 HAM | human       | UpdateLoadTableAction               |                                | default task-19]  Saved:;"com.lhsystems.lc2.manualloadplanning.dto.LoadDTO [ id = 1750717  flightId = 496775 legId = 521041  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 4983921   NULL         ESTIMATE  200.00    KG   0         0.00      HAM       HAM       MUC       C         2         true      ICE/4.RFL/2.RFL/3.RFL/4.RFL/5.RFL/6.RFL/7.RFL/8.RFL/9.RFL/10.RFL/11.RFL/12.RFL/13.RFL/14.RFL/15.RFL/16.RFL/17.RFL/18.RFL/19.RFL/20 
 4983920   NULL         ESTIMATE  1500.00   KG   100       0.00      HAM       HAM       MUC       B         3         true      NULL 

Total baggage      : 1500.00  KG               
Total cargo        : 200.00   KG               
Total EIC          : 0.00     KG               
Total mail         : 0.00     KG               
STATUS LOADSHEET 1 LOADING_INSTRUCTION 1 FUEL 1 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_FINAL 1 CARGO_TRANSFER 1 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOM..."
19883564;2024-05-07 08:00:22.286;XY;999;;7;HAM;human;RampFinalAction;2024-05-07 08:00:22,286 INFO  [1ef9227d331a93f8] [XY0999 /07 HAM | human       | RampFinalAction                     | Ramp Final                     | default task-19]  Received:;"Caller user             : human
Close ramp              : true
Check discrepancy       : true"
19883565;2024-05-07 08:00:22.287;XY;999;;7;HAM;human;CalculateWeightAndTrimAction;2024-05-07 08:00:22,287 INFO  [1ef9227d331a93f8] [XY0999 /07 HAM | human       | CalculateWeightAndTrimAction        |                                | default task-19]  Received:;com.lhsystems.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 521041 ]
19883566;2024-05-07 08:00:22.287;XY;999;;7;HAM;human;CalculateWeightAndTrimAction;2024-05-07 08:00:22,287 INFO  [1ef9227d331a93f8] [XY0999 /07 HAM | human       | CalculateWeightAndTrimAction        |                                | default task-19]  Saved:;"START_WI weight               : 45102.00  KG               START_WI index                : 37.23                     
 DO_WI weight                  : 45516.00  KG               DO_WI index                   : 37.42                     
 PAX_WI weight                 : 7500.00   KG               PAX_WI index                  : 0.74                               
 TOTAL_DEADLOAD_WI weight      : 47216.00  KG               TOTAL_DEADLOAD_WI index       : 44.94                               
 TOTAL_LOAD_WI                 : 1700.00   KG               TOTAL_TRAFFIC_LOAD            : 9200.00   KG              
 FUEL_INDEX                    : 7.40                      
 AZFW                          : 54716.00  KG               ATOW                          : 63516.00  KG                         
 ALAW                          : 58016.00  KG               ATXW                          : 63716.00  KG                                  
 AFT_LIMIT_ZFW                 : 59.56                      FWD_LIMIT_ZFW     ..."
19883567;2024-05-07 08:00:22.287;XY;999;;7;HAM;human;RampFinalAction;2024-05-07 08:00:22,287 INFO  [1ef9227d331a93f8] [XY0999 /07 HAM | human       | RampFinalAction                     | Ramp Final                     | default task-19]  Saved:;STATUS LOADSHEET 1 LOADING_INSTRUCTION 1 FUEL 1 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_FINAL 1 RAMP_FINAL 1 CARGO_TRANSFER 1 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FINAL_RELEASE 1 DGR_ITEMS 0
19883568;2024-05-07 08:00:25.421;XY;999;;7;HAM;human;CreateLoadsheetAction;2024-05-07 08:00:25,421 INFO  [7850d17c245ae3b] [XY0999 /07 HAM | human       | CreateLoadsheetAction               |                                | default task-19]  Received:;com.lhsystems.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  preliminary = false ]
19883569;2024-05-07 08:00:25.421;XY;999;;7;HAM;human;CreateLoadsheetAction;2024-05-07 08:00:25,421 INFO  [7850d17c245ae3b] [XY0999 /07 HAM | human       | CreateLoadsheetAction               |                                | default task-19]  Sent:;"Message type        :   LOADSHEET
Subject             :   XY0999/07MAY HAM-MUC; Loadsheet Edition 02
Attachment file name:   XY0999_07MAY_HAMMUC_Loadsheet_Edition_02
Body                :
 AKASA AIR
 L O A D S H E E T             CHECKED:         APPROVED     EDNO
 ALL WEIGHTS IN KILOGRAM       Muster                           02

 FROM/TO FLIGHT      A/C REG    CONFIG     CREW    DATE      TIME
 HAM MUC XY 0999/07  UUXCZ      Y186       2/04   07MAY24    1000
 
                             WEIGHT DISTRIBUTION
 LOAD IN COMPARTMENTS         1700   1/0  2/200  3/1500  4/0

                             BAG/1500 CARGO/200 MAIL/0 EIC/0

 PASSENGER / CABIN BAG        7500  100/000/000/000     TTL 100
 CABIN CLASS                        Y  /100         
 CABIN AREA                          0A/10  0B/19  0C/19  0D/20  
                                     0E/16  0F/16    
 TOB                                106

 TOTAL TRAFFIC LOAD           9200
 DRY OPERATING WEIGHT        45516
 ZERO FUEL WEIGHT ACTUAL     547..."
19883570;2024-05-07 08:00:25.422;XY;999;;7;HAM;human;CalculateWeightAndTrimAction;2024-05-07 08:00:25,422 INFO  [7850d17c245ae3b] [XY0999 /07 HAM | human       | CalculateWeightAndTrimAction        |                                | default task-19]  Received:;com.lhsystems.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 521041 ]
19883571;2024-05-07 08:00:25.422;XY;999;;7;HAM;human;CalculateWeightAndTrimAction;2024-05-07 08:00:25,422 INFO  [7850d17c245ae3b] [XY0999 /07 HAM | human       | CalculateWeightAndTrimAction        |                                | default task-19]  Saved:;"START_WI weight               : 45102.00  KG               START_WI index                : 37.23                     
 DO_WI weight                  : 45516.00  KG               DO_WI index                   : 37.42                     
 PAX_WI weight                 : 7500.00   KG               PAX_WI index                  : 0.74                               
 TOTAL_DEADLOAD_WI weight      : 47216.00  KG               TOTAL_DEADLOAD_WI index       : 44.94                               
 TOTAL_LOAD_WI                 : 1700.00   KG               TOTAL_TRAFFIC_LOAD            : 9200.00   KG              
 FUEL_INDEX                    : 7.40                      
 AZFW                          : 54716.00  KG               ATOW                          : 63516.00  KG                         
 ALAW                          : 58016.00  KG               ATXW                          : 63716.00  KG                                  
 AFT_LIMIT_ZFW                 : 59.56                      FWD_LIMIT_ZFW     ..."
19883572;2024-05-07 08:00:25.422;XY;999;;7;HAM;human;CreateLoadsheetAction;2024-05-07 08:00:25,422 INFO  [7850d17c245ae3b] [XY0999 /07 HAM | human       | CreateLoadsheetAction               |                                | default task-19]  Saved:;STATUS LOADSHEET 2 LOADING_INSTRUCTION 1 FUEL 1 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_FINAL 1 RAMP_FINAL 1 CARGO_TRANSFER 1 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FINAL_RELEASE 1 DGR_ITEMS 0
